blkaddr,offense,time,x,y
2100 FOURTH ST,BURGLARY AUTO,2019-04-30 23:30:00,-122.29948300000001,37.866253
1700 SCENIC AV,THEFT FROM PERSON,2019-04-30 09:20:00,-122.262666,37.877324
2400 DURANT AVE,VEHICLE STOLEN,2019-04-30 17:00:00,-122.26127,37.867513
2500 DURANT AV,THEFT FELONY (OVER $950),2019-04-30 13:15:00,-122.258699,37.867852
2700 COLLEGE AV,DISTURBANCE,2019-04-30 22:19:00,-122.25350800000001,37.861645
3000 ELLIS ST,VANDALISM,2019-04-30 07:00:00,-122.273198,37.853951
1800 OXFORD ST,THEFT FROM PERSON,2019-04-30 00:00:00,-122.26646399999998,37.875084
1800 BONITA AV,BRANDISHING,2019-04-30 10:22:00,-122.27219699999999,37.874351000000004
1600 CALIFORNIA ST,VEHICLE STOLEN,2019-04-30 18:00:00,-122.280472,37.876791
1900 ALLSTON WY,GUN/WEAPON,2019-04-30 10:30:00,-122.272701,37.868784999999995
2100 ALLSTON WY,THEFT MISD. (UNDER $950),2019-04-30 11:40:00,-122.26788300000001,37.86939
6TH STREET & CAMELIA ST,BURGLARY AUTO,2019-04-30 12:22:00,-122.30078,37.877623
2700 CHANNING WY,VANDALISM,2019-04-30 14:35:00,-122.25405400000001,37.867490999999994
VIRGINIA STREET & GRANT ST,ROBBERY,2019-04-30 22:13:00,-122.27581599999999,37.875707
2300 TELEGRAPH AV,THEFT FELONY (OVER $950),2019-04-30 10:10:00,-122.25918899999999,37.868714000000004
2400 DURANT AV,VANDALISM,2019-04-30 21:30:00,-122.26127,37.867513
2800 ADELINE ST,ASSAULT/BATTERY MISD.,2019-04-30 17:00:00,-122.268002,37.858115999999995
1300 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-04-30 11:27:00,-122.295798,37.880228
700 SPRUCE ST,THEFT MISD. (UNDER $950),2019-04-30 03:17:00,-122.26991699999999,37.898024
500 SPRUCE ST,THEFT MISD. (UNDER $950),2019-04-30 03:00:00,-122.270187,37.901596000000005
2000 ESSEX ST,THEFT FELONY (OVER $950),2019-04-30 11:30:00,-122.268286,37.853552
1200 FIFTH ST,BURGLARY AUTO,2019-04-30 11:30:00,-122.30305600000001,37.880756
2700 DANA ST,FRAUD/FORGERY,2019-04-30 08:00:00,-122.259948,37.861118
3000 ADELINE ST,VANDALISM,2019-04-30 17:20:00,-122.269079,37.85488
2300 DWIGHT WY,BURGLARY RESIDENTIAL,2019-04-30 10:00:00,-122.262993,37.864535
24 NORHTAMPTON AVE,THEFT MISD. (UNDER $950),2019-04-30 03:00:00,-122.27253600000002,37.899631
3300 ADELINE ST,DISTURBANCE,2019-05-01 13:20:00,-122.271773,37.848292
1200 SIXTH ST,THEFT MISD. (UNDER $950),2019-05-01 08:00:00,-122.30191,37.881142
2900 MAGNOLIA ST,THEFT FROM AUTO,2019-05-01 00:00:00,-122.24908799999999,37.857825
2100 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-05-01 07:05:00,-122.268285,37.871167
900 UNIVERSITY AV,BURGLARY AUTO,2019-05-01 23:15:00,-122.29601299999999,37.868263
1900 ALLSTON WY,VANDALISM,2019-05-01 12:37:00,-122.272701,37.868784999999995
400 MICHIGAN AV,IDENTITY THEFT,2019-05-01 16:32:00,-122.274123,37.903026000000004
2000 BLAKE ST,THEFT FROM AUTO,2019-05-01 10:00:00,-122.269376,37.862781
2300 FOURTH ST,THEFT FROM PERSON,2019-05-01 11:45:00,-122.298359,37.862817
1800 FAIRVIEW ST,BURGLARY RESIDENTIAL,2019-05-01 20:30:00,-122.27260700000001,37.850434
2600 MILVIA ST,THEFT MISD. (UNDER $950),2019-05-01 12:00:00,-122.269644,37.861843
1000 DWIGHT WY,ROBBERY,2019-05-01 20:30:00,-122.29136899999999,37.860732
62ND STREET & KING ST,ASSAULT/BATTERY FEL.,2019-05-01 18:35:00,-122.273191,37.846694
2300 FULTON ST,FRAUD/FORGERY,2019-05-01 02:00:00,-122.266003,37.867822
100 SEAWALL DR,BURGLARY AUTO,2019-05-01 13:00:00,-122.31756599999999,37.863611
1100 EASTSHORE HW,THEFT MISD. (UNDER $950),2019-05-01 12:00:00,-122.30811399999999,37.885683
ASHBY AV & COLLEGE AV,VEHICLE STOLEN,2019-05-01 17:00:00,-122.25305300000001,37.857040999999995
2700 SHATTUCK AV,THEFT FROM AUTO,2019-05-01 18:17:00,-122.267177,37.859802
1000 GILMAN ST,BURGLARY AUTO,2019-05-01 12:51:00,-122.297498,37.880140000000004
1500 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-05-01 16:52:00,-122.26936,37.880227000000005
3100 SACRAMENTO ST,ROBBERY,2019-05-01 23:00:00,-122.278651,37.851477
KITTREDGE STREET & SHATTUCK AV,BRANDISHING,2019-05-01 18:34:00,-122.26795,37.868489000000004
1361 BERKELEY AVE,FRAUD/FORGERY,2019-05-01 00:01:00,-122.285371,37.870754
2900 PINE AV,BURGLARY AUTO,2019-05-01 22:00:00,-122.248521,37.858759
SHATTUCK AV & VIRGINIA ST,THEFT MISD. (UNDER $950),2019-05-01 15:00:00,-122.268956,37.876594
1900 ALLSTON WY,DISTURBANCE,2019-05-01 13:17:00,-122.272701,37.868784999999995
2100 BONAR ST,DOMESTIC VIOLENCE,2019-05-01 09:50:00,-122.287342,37.868747
UNIVERSITY AV & 10TH ST,ALCOHOL OFFENSE,2019-05-01 21:39:00,-122.293322,37.868915
2700 WEBSTER ST,BURGLARY RESIDENTIAL,2019-05-01 12:00:00,-122.252707,37.855798
2200 SHATTUCK AV,ROBBERY,2019-05-01 16:37:00,-122.268028,37.869363
2200 SAN PABLO AV,DOMESTIC VIOLENCE,2019-05-01 14:00:00,-122.29128999999999,37.866206
2100 PARKER ST,BURGLARY AUTO,2019-05-01 08:00:00,-122.26708400000001,37.862169
UNIVERSITY AV & SHATTUCK AV,THEFT MISD. (UNDER $950),2019-05-02 22:00:00,-122.26840700000001,37.872184999999995
2300 SHATTUCK AV,FRAUD/FORGERY,2019-05-02 16:57:00,-122.267802,37.867176
100 SEAWALL DR,BURGLARY AUTO,2019-05-02 18:00:00,-122.31756599999999,37.863611
1900 ALLSTON WY,THEFT MISD. (UNDER $950),2019-05-02 15:30:00,-122.272701,37.868784999999995
2100 NINTH ST,BURGLARY AUTO,2019-05-02 09:00:00,-122.293982,37.867317
2200 CHANNING WY,NARCOTICS,2019-05-02 19:13:00,-122.26561799999999,37.866037
2100 DWIGHT WY,THEFT MISD. (UNDER $950),2019-05-02 20:00:00,-122.267307,37.863977
200 UNIVERSITY AV,THEFT FELONY (OVER $950),2019-05-02 11:15:00,-122.30996699999999,37.865511
2000 OREGON ST,THEFT FELONY (OVER $950),2019-05-02 16:45:00,-122.26870900000002,37.857377
2700 WEBSTER ST,IDENTITY THEFT,2019-05-02 15:29:00,-122.252707,37.855798
900 ADDISON ST,MISSING JUVENILE,2019-05-02 18:00:00,-122.296218,37.866935999999995
2500 DURANT AV,THEFT MISD. (UNDER $950),2019-05-02 23:50:00,-122.258699,37.867852
DWIGHT WY & PROSPECT ST,ROBBERY,2019-05-02 01:00:00,-122.249582,37.865990999999994
2000 4TH ST,BURGLARY AUTO,2019-05-02 23:45:00,-122.299898,37.867613
1700 ALLSTON WY,BURGLARY RESIDENTIAL,2019-05-02 23:50:00,-122.27723200000001,37.868206
2000 KITTREDGE ST,BURGLARY AUTO,2019-05-02 17:40:00,-122.270054,37.868204
1800 SAN PEDRO AV,DISTURBANCE,2019-05-02 08:46:00,-122.28009399999999,37.892598
2500 BANCROFT WY,THEFT MISD. (UNDER $950),2019-05-02 16:00:00,-122.259123,37.868722
2700 CHANNING WY,ROBBERY,2019-05-02 00:30:00,-122.25405400000001,37.867490999999994
2100 MILVIA ST,DISTURBANCE,2019-05-02 13:10:00,-122.27061200000001,37.870603
3000 TELEGRAPH AV,KIDNAPPING,2019-05-02 05:44:00,-122.259841,37.855435
200 UNIVERSITY AV,VANDALISM,2019-05-02 15:05:00,-122.30996699999999,37.865511
2400 ELLSWORTH ST,MISSING ADULT,2019-05-02 22:00:00,-122.26331,37.866074
2000 KITTREDGE ST,BURGLARY AUTO,2019-05-02 20:40:00,-122.270054,37.868204
1700 SHATTUCK AV,BURGLARY COMMERCIAL,2019-05-02 22:00:00,-122.268923,37.876307000000004
1300 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-05-02 20:20:00,-122.295798,37.880228
2200 CEDAR ST,BURGLARY RESIDENTIAL,2019-05-03 23:00:00,-122.26653400000001,37.878756
1800 HARMON ST,BURGLARY RESIDENTIAL,2019-05-03 17:45:00,-122.272671,37.849512
700 VIRGINIA ST,BURGLARY AUTO,2019-05-03 15:00:00,-122.302314,37.871666
2500 DURANT AV,BURGLARY AUTO,2019-05-03 22:00:00,-122.258699,37.867852
SHATTUCK AV & KITTREDGE ST,ASSAULT/BATTERY MISD.,2019-05-03 00:00:00,-122.26795,37.868489000000004
ASHBY AV & ELLIS ST,ROBBERY,2019-05-03 13:04:00,-122.27320700000001,37.854021
3000 TELEGRAPH AV,IDENTITY THEFT,2019-05-03 16:03:00,-122.259841,37.855435
1700 4TH ST,THEFT FELONY (OVER $950),2019-05-03 17:36:00,-122.301255,37.871883000000004
2300 TELEGRAPH AV,ALCOHOL OFFENSE,2019-05-03 01:09:00,-122.25918899999999,37.868714000000004
2200 CEDAR ST,BURGLARY RESIDENTIAL,2019-05-03 22:30:00,-122.26653400000001,37.878756
1000 OXFORD ST,FRAUD/FORGERY,2019-05-03 14:00:00,-122.268299,37.890716
100 SEAWALL DR,BURGLARY AUTO,2019-05-03 19:15:00,-122.31756599999999,37.863611
1600 BANCROFT WY,VEHICLE STOLEN,2019-05-03 12:00:00,-122.27911599999999,37.866135
2000 SHATTUCK AV,VANDALISM,2019-05-03 12:39:00,-122.26838899999998,37.8719
1900 4TH ST,THEFT MISD. (UNDER $950),2019-05-03 10:59:00,-122.30009299999999,37.86825
COLLEGE AV & STUART ST,ROBBERY,2019-05-03 13:00:00,-122.253325,37.859846000000005
2000 ASHBY AV,IDENTITY THEFT,2019-05-03 17:13:00,-122.268666,37.85491
ALLSTON WY & CALIFORNIA ST,NARCOTICS,2019-05-03 18:11:00,-122.28605400000001,37.867106
2200 MILVIA ST,SEXUAL ASSAULT FEL.,2019-05-03 12:00:00,-122.27041499999999,37.868574
HARMON STREET & ADELINE ST,ROBBERY,2019-05-03 05:00:00,-122.271149,37.849675
2600 SAN PABLO AV,VANDALISM,2019-05-03 23:35:00,-122.289022,37.859184
100 SEAWALL DR,BURGLARY AUTO,2019-05-03 12:30:00,-122.31756599999999,37.863611
1400 PERALTA AV,BURGLARY AUTO,2019-05-03 08:00:00,-122.288477,37.879027
1100 UNIVERSITY AV,BURGLARY AUTO,2019-05-03 09:15:00,-122.29204299999999,37.869067
BERKELEY WY & MILVIA ST,BURGLARY AUTO,2019-05-03 20:30:00,-122.27074099999999,37.872690999999996
COLLEGE AV & RUSSELL ST,ALCOHOL OFFENSE,2019-05-04 02:29:00,-122.25319099999999,37.858483
1500 WOOLSEY ST,BURGLARY RESIDENTIAL,2019-05-04 18:00:00,-122.27831299999998,37.85062
6TH STREET & UNIVERSITY AV,GUN/WEAPON,2019-05-04 23:57:00,-122.29766399999998,37.867926000000004
2300 PROSPECT ST,2ND RESPONSE,2019-05-04 23:04:00,-122.25018999999999,37.869332
3000 ELLIS ST,DISTURBANCE,2019-05-04 20:02:00,-122.273198,37.853951
BENVENUE AV & DWIGHT WY,VEHICLE STOLEN,2019-05-04 15:00:00,-122.25523500000001,37.865534999999994
1200 SIXTH ST,VEHICLE STOLEN,2019-05-04 19:48:00,-122.30191,37.881142
WARRING STREET & PARKER ST,VEHICLE STOLEN,2019-05-04 23:00:00,-122.25028200000001,37.864124
KITTREDGE STREET & SHATTUCK AV,VANDALISM,2019-05-04 20:40:00,-122.26795,37.868489000000004
1300 SHATTUCK AV,DISTURBANCE,2019-05-04 18:45:00,-122.26973400000001,37.883621999999995
1600 WOOLSEY ST,BURGLARY AUTO,2019-05-04 22:30:00,-122.276174,37.850899
2400 RIDGE RD,THEFT MISD. (UNDER $950),2019-05-04 23:00:00,-122.261749,37.875865000000005
2600 STUART ST,BURGLARY AUTO,2019-05-04 08:00:00,-122.255807,37.859854
2400 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-05-05 16:25:00,-122.26764299999999,37.865772
900 KEELER AV,BURGLARY RESIDENTIAL,2019-05-05 18:00:00,-122.262674,37.896375
1400 FAIRVIEW ST,BURGLARY AUTO,2019-05-05 00:00:00,-122.279798,37.849315000000004
2400 LE CONTE AV,VEHICLE STOLEN,2019-05-05 11:18:00,-122.26245300000001,37.876251
1900 HARMON ST,DISTURBANCE,2019-05-05 15:45:00,-122.269782,37.849786
UNIVERSITY AV & FRONTAGE RD,DOMESTIC VIOLENCE,2019-05-05 17:00:00,-122.30551000000001,37.866293
1400 HOPKINS ST,VANDALISM,2019-05-05 02:00:00,-122.285306,37.879888
2300 BLAKE ST,DOMESTIC VIOLENCE,2019-05-05 02:45:00,-122.262822,37.863646
CENTER STREET & OXFORD ST,DISTURBANCE,2019-05-05 22:54:00,-122.265794,37.870602000000005
100 SPINNAKER WY,BURGLARY AUTO,2019-05-05 14:15:00,-122.31623799999998,37.870287
1700 FOURTH ST,DOMESTIC VIOLENCE,2019-05-05 16:45:00,-122.301255,37.871883000000004
1500 ASHBY AV,DISTURBANCE,2019-05-05 08:00:00,-122.27873799999999,37.853316
1800 WOOLSEY ST,BURGLARY AUTO,2019-05-05 03:20:00,-122.272873,37.851324
1700 EUCLID AV,BURGLARY RESIDENTIAL,2019-05-05 00:45:00,-122.260709,37.877793
2400 EIGHTH ST,DOMESTIC VIOLENCE,2019-05-05 03:36:00,-122.293517,37.862184
2000 CURTIS ST,DOMESTIC VIOLENCE,2019-05-05 00:00:00,-122.289561,37.869849
2400 TELEGRAPH AV,GUN/WEAPON,2019-05-05 03:50:00,-122.258779,37.866761
2200 PRINCE ST,THEFT MISD. (UNDER $950),2019-05-05 11:00:00,-122.263973,37.853386
1500 TYLER ST,ARSON,2019-05-05 01:00:00,-122.278571,37.852422
1600 WARD ST,DISTURBANCE,2019-05-06 21:30:00,-122.27759499999999,37.858132
HEARST AV & 5TH ST,IDENTITY THEFT,2019-05-06 19:52:00,-122.299245,37.869084
3100 KING ST,BURGLARY AUTO,2019-05-06 22:00:00,-122.27401699999999,37.851928
800 HEINZ AV,BURGLARY AUTO,2019-05-06 18:35:00,-122.29386399999999,37.853079
1500 CHESTNUT ST,VANDALISM,2019-05-06 09:00:00,-122.289,37.876607
800 HEINZ AV,BURGLARY AUTO,2019-05-06 16:45:00,-122.29386399999999,37.853079
1400 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-05-06 21:13:00,-122.269551,37.881957
ADELINE STREET & STUART ST,BRANDISHING,2019-05-06 07:10:00,-122.26756999999999,37.858439000000004
2100 HASTE ST,DISTURBANCE,2019-05-06 12:00:00,-122.26728899999999,37.864908
1500 DELAWARE ST,VEHICLE RECOVERED,2019-05-06 17:22:00,-122.2813,37.873194
600 SANTA ROSA AV,THEFT MISD. (UNDER $950),2019-05-06 12:00:00,-122.282376,37.897321999999996
2300 TELEGRAPH AV,DISTURBANCE,2019-05-06 16:00:00,-122.25918899999999,37.868714000000004
2700 COLLEGE AV,ROBBERY,2019-05-06 21:20:00,-122.25350800000001,37.861645
2400 BANCROFT WY,ASSAULT/BATTERY FEL.,2019-05-06 23:52:00,-122.26126799999999,37.868446999999996
1700 4TH ST,BURGLARY AUTO,2019-05-06 14:00:00,-122.301255,37.871883000000004
1000 KEITH AV,DISTURBANCE,2019-05-06 15:05:00,-122.266998,37.890366
1700 FOURTH ST,THEFT FELONY (OVER $950),2019-05-06 10:00:00,-122.301255,37.871883000000004
UNIVERSITY AV & SACRAMENTO ST,DISTURBANCE,2019-05-07 17:14:00,-122.28186399999998,37.87036
CHANNING WY & TELEGRAPH AV,SEXUAL ASSAULT FEL.,2019-05-07 11:08:00,-122.258812,37.866919
1000 UNIVERSITY AV,ROBBERY,2019-05-07 12:00:00,-122.29415,37.868641
100 SEAWALL DR,BURGLARY AUTO,2019-05-07 12:00:00,-122.31756599999999,37.863611
1400 CARLETON ST,THEFT FROM AUTO,2019-05-07 00:00:00,-122.281876,37.859412
2200 SEVENTH ST,BURGLARY AUTO,2019-05-07 09:00:00,-122.295736,37.865439
1900 CENTER ST,BURGLARY AUTO,2019-05-07 17:30:00,-122.27280400000001,37.869685
2500 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-05-07 18:10:00,-122.258577,37.864827000000005
700 CONTRA COSTA AV,SEXUAL ASSAULT FEL.,2019-05-07 08:45:00,-122.277424,37.896648
1200 UNIVERSITY AV,ROBBERY,2019-05-07 01:28:00,-122.28953,37.869385
2900 9TH ST,ARSON,2019-05-07 00:00:00,-122.289588,37.853638000000004
2100 ALLSTON WAY,BURGLARY AUTO,2019-05-07 21:30:00,-122.26788300000001,37.86939
2300 PROSPECT ST,BURGLARY AUTO,2019-05-07 09:00:00,-122.25018999999999,37.869332
1100 DELAWARE ST,DISTURBANCE,2019-05-07 23:10:00,-122.292898,37.871689
2000 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-05-07 14:34:00,-122.27051599999999,37.871828
UNIVERSITY AV & 4TH ST,BRANDISHING,2019-05-07 11:15:00,-122.299908,37.867645
200 ALVARADO RD,VEHICLE STOLEN,2019-05-07 19:00:00,-122.236484,37.855969
2500 SAN PABLO AV,VANDALISM,2019-05-07 09:30:00,-122.28963200000001,37.861078000000006
2000 4TH ST,BURGLARY RESIDENTIAL,2019-05-07 09:00:00,-122.299898,37.867613
2900 COLLEGE AV,THEFT MISD. (UNDER $950),2019-05-07 17:45:00,-122.253179,37.858356
700 HARRISON ST,THEFT FELONY (OVER $950),2019-05-07 18:50:00,-122.30496200000002,37.88055
2300 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-05-07 15:30:00,-122.25918899999999,37.868714000000004
1100 HEARST AV,VANDALISM,2019-05-07 17:00:00,-122.29248500000001,37.870416999999996
2100 SHATTUCK AV,ROBBERY,2019-05-07 16:48:00,-122.268285,37.871167
1500 WALNUT ST,THEFT FROM PERSON,2019-05-08 21:55:00,-122.26818300000001,37.880376
1200 5TH ST,THEFT MISD. (UNDER $950),2019-05-08 18:20:00,-122.30305600000001,37.880756
2100 OXFORD ST,THEFT MISD. (UNDER $950),2019-05-08 18:30:00,-122.265993,37.870909999999995
2300 SHATTUCK AV,BURGLARY AUTO,2019-05-08 15:15:00,-122.267802,37.867176
1300 SAN PABLO AV,BURGLARY AUTO,2019-05-08 19:30:00,-122.295798,37.880228
2800 ADELINE ST,THEFT MISD. (UNDER $950),2019-05-08 16:45:00,-122.268002,37.858115999999995
700 HARRISON ST,DISTURBANCE,2019-05-08 17:00:00,-122.30496200000002,37.88055
2500 REGENT ST,THEFT MISD. (UNDER $950),2019-05-08 18:25:00,-122.257795,37.865202000000004
1600 BERKELEY WY,THEFT FROM PERSON,2019-05-08 00:00:00,-122.27987900000001,37.871593
1600 MILVIA ST,THEFT MISD. (UNDER $950),2019-05-08 23:07:00,-122.271395,37.877951
ALCATRAZ AV & ADELINE ST,ALCOHOL OFFENSE,2019-05-08 02:55:00,-122.271331,37.848752000000005
1300 SIXTH ST,BURGLARY AUTO,2019-05-08 13:15:00,-122.301332,37.879335
KING STREET & 63RD ST,NARCOTICS,2019-05-08 23:07:00,-122.27338700000001,37.847568
2000 FRANCISCO ST,IDENTITY THEFT,2019-05-08 10:00:00,-122.27114099999999,37.875391
2900 SAN PABLO AV,BURGLARY AUTO,2019-05-08 19:03:00,-122.28720200000001,37.853576000000004
2600 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-05-08 22:00:00,-122.289022,37.859184
2100 LOS ANGELES AV,FRAUD/FORGERY,2019-05-08 00:01:00,-122.268883,37.889362
MILVIA STREET & CENTER ST,ASSAULT/BATTERY MISD.,2019-05-08 08:29:00,-122.27055700000001,37.869973
2100 EIGHTH ST,ASSAULT/BATTERY MISD.,2019-05-08 20:39:00,-122.295042,37.866929
1700 SAN PABLO AV,THEFT FELONY (OVER $950),2019-05-08 22:00:00,-122.293558,37.87325
2800 HILLEGASS AV,THEFT MISD. (UNDER $950),2019-05-08 18:00:00,-122.25579599999999,37.85968
2500 HILLEGASS AV,THEFT MISD. (UNDER $950),2019-05-08 13:27:00,-122.256487,37.865149
1700 EIGHTH ST,VEHICLE STOLEN,2019-05-09 23:00:00,-122.29677,37.872231
100 SEAWALL DR,BURGLARY AUTO,2019-05-09 13:30:00,-122.31756599999999,37.863611
2700 TENTH ST,BURGLARY AUTO,2019-05-09 05:40:00,-122.28973700000002,37.857754
2400 PROSPECT ST,VANDALISM,2019-05-09 00:35:00,-122.249901,37.867717
1900 RUSSELL ST,ASSAULT/BATTERY MISD.,2019-05-09 16:30:00,-122.27129199999999,37.856132
1300 UNIVERSITY AV,BRANDISHING,2019-05-09 09:00:00,-122.28655,37.869764
HEARST AV & CALIFORNIA ST,ROBBERY,2019-05-09 14:04:00,-122.27998799999999,37.872434999999996
4TH STREET & VIRGINIA ST,BURGLARY AUTO,2019-05-09 12:30:00,-122.301255,37.871883000000004
2100 CENTER ST,VEHICLE STOLEN,2019-05-09 19:00:00,-122.26805,37.870308
1300 HOPKINS ST,BURGLARY AUTO,2019-05-09 10:15:00,-122.288374,37.878239
2000 DURANT AV,VEHICLE RECOVERED,2019-05-09 00:00:00,-122.26976200000001,37.866426000000004
BANCROFT WY & TELEGRAPH AV,SEXUAL ASSAULT FEL.,2019-05-09 09:05:00,-122.25918899999999,37.868714000000004
2600 COLLEGE AV,DOMESTIC VIOLENCE,2019-05-09 21:15:00,-122.253693,37.863597999999996
2700 MILVIA ST,VANDALISM,2019-05-09 07:00:00,-122.269453,37.860225
1100 HEARST AV,VANDALISM,2019-05-09 09:38:00,-122.29248500000001,37.870416999999996
2900 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-05-09 12:20:00,-122.28720200000001,37.853576000000004
1300 ROSE ST,ROBBERY,2019-05-09 10:40:00,-122.28868,37.876897
1700 ROSE ST,GUN/WEAPON,2019-05-09 15:20:00,-122.279976,37.880027
BERKELEY WY & HENRY ST,BURGLARY AUTO,2019-05-09 19:00:00,-122.269636,37.872831
2300 FULTON ST,DISTURBANCE,2019-05-09 20:30:00,-122.266003,37.867822
2700 DURANT AV,DISTURBANCE,2019-05-09 23:00:00,-122.25445900000001,37.868352
CEDAR STREET & ACTON ST,ROBBERY,2019-05-09 10:50:00,-122.285017,37.876386
2400 ASHBY AV,THEFT MISD. (UNDER $950),2019-05-10 20:00:00,-122.260248,37.856111
100 SEAWALL DR,BURGLARY AUTO,2019-05-10 13:00:00,-122.31756599999999,37.863611
900 SPRUCE ST,THEFT MISD. (UNDER $950),2019-05-10 08:55:00,-122.267605,37.893104
1500 SHATTUCK AV,ASSAULT/BATTERY MISD.,2019-05-10 11:00:00,-122.26936,37.880227000000005
2000 UNIVERSITY AV,NARCOTICS,2019-05-10 11:58:00,-122.27051599999999,37.871828
1700 HIGHLAND PL,BURGLARY AUTO,2019-05-10 22:00:00,-122.25610900000001,37.877482
1000 BANCROFT WY,BURGLARY AUTO,2019-05-10 23:00:00,-122.29304099999999,37.864154
2400 TENTH ST,VEHICLE STOLEN,2019-05-10 17:00:00,-122.29123999999999,37.86249
ALLSTON WY & 5TH ST,THEFT FELONY (OVER $950),2019-05-10 09:00:00,-122.29793899999999,37.865034
200 UNIVERSITY AV,VEHICLE STOLEN,2019-05-10 16:59:00,-122.30996699999999,37.865511
1900 VIRGINIA ST,VANDALISM,2019-05-10 08:22:00,-122.273517,37.876018
100 MARINA BL,THEFT FELONY (OVER $950),2019-05-10 12:00:00,-122.31355,37.869462
1800 BANCROFT WY,THEFT FELONY (OVER $950),2019-05-10 07:10:00,-122.27475700000001,37.866696000000005
1600 NINTH ST,BURGLARY RESIDENTIAL,2019-05-10 22:30:00,-122.296319,37.874553999999996
2600 SHATTUCK AV,BURGLARY AUTO,2019-05-10 17:40:00,-122.26716,37.861677
1700 FOURTH ST,ROBBERY,2019-05-10 17:51:00,-122.301255,37.871883000000004
900 BANCROFT WY,BURGLARY RESIDENTIAL,2019-05-10 14:15:00,-122.295053,37.863758000000004
1500 UNIVERSITY AV,ASSAULT/BATTERY MISD.,2019-05-10 19:42:00,-122.281585,37.870396
900 ALLSTON WY,BRANDISHING,2019-05-10 13:55:00,-122.295702,37.86549
2100 BONAR ST,VEHICLE STOLEN,2019-05-10 00:30:00,-122.287342,37.868747
2200 FIFTH ST,BURGLARY AUTO,2019-05-10 18:30:00,-122.297852,37.86476
2600 SHATTUCK AV,BURGLARY AUTO,2019-05-10 18:10:00,-122.26716,37.861677
1900 SHATTUCK AV,DISTURBANCE,2019-05-10 00:42:00,-122.268616,37.873687
2000 BERKELEY WY,DISTURBANCE,2019-05-10 18:20:00,-122.27074099999999,37.872690999999996
1000 UNIVERSITY AV,VANDALISM,2019-05-10 06:45:00,-122.29415,37.868641
1200 CARLETON ST,BURGLARY RESIDENTIAL,2019-05-10 21:59:00,-122.28661000000001,37.858785
10TH STREET & CAMELIA ST,IDENTITY THEFT,2019-05-10 17:15:00,-122.296415,37.878499
2100 SHATTUCK AV,ROBBERY,2019-05-10 13:14:00,-122.268285,37.871167
1900 CHESTNUT ST,THEFT MISD. (UNDER $950),2019-05-11 23:00:00,-122.28818500000001,37.870971999999995
HARRISON STREET & EASTSHORE HW,GUN/WEAPON,2019-05-11 22:40:00,-122.30724599999999,37.880062
1600 KAINS AV,THEFT MISD. (UNDER $950),2019-05-11 15:30:00,-122.293103,37.875132
2300 DWIGHT WY,THEFT MISD. (UNDER $950),2019-05-11 14:05:00,-122.262993,37.864535
2300 HASTE ST,IDENTITY THEFT,2019-05-11 11:35:00,-122.26318899999998,37.865443
2500 DURANT AV,ASSAULT/BATTERY MISD.,2019-05-11 23:50:00,-122.258699,37.867852
1700 WARD ST,MISSING ADULT,2019-05-11 00:00:00,-122.275421,37.858391999999995
2400 ASHBY AV,DISTURBANCE,2019-05-11 18:28:00,-122.260248,37.856111
1000 MIDDLEFIELD RD,DISTURBANCE,2019-05-11 10:17:00,-122.25659099999999,37.895296
2833 BANCROFT STEPS,THEFT MISD. (UNDER $950),2019-05-11 15:55:00,-122.250542,37.869415000000004
2700 GRANT ST,THEFT MISD. (UNDER $950),2019-05-11 06:00:00,-122.273495,37.85931
PIEDMONT AV & BANCROFT WY,VEHICLE STOLEN,2019-05-11 20:30:00,-122.252328,37.869578999999995
3000 TREMONT ST,THEFT FELONY (OVER $950),2019-05-11 02:10:00,-122.268418,37.854271999999995
2600 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-05-11 11:15:00,-122.258784,37.862927
ASHBY AV & ADELINE ST,DISTURBANCE,2019-05-11 14:00:00,-122.26898,37.854732
2100 SHATTUCK AV,DISTURBANCE,2019-05-11 12:00:00,-122.268285,37.871167
2300 WOOLSEY ST,SEXUAL ASSAULT FEL.,2019-05-11 03:00:00,-122.26165,37.852764
1300 UNIVERSITY AV,NARCOTICS,2019-05-11 18:07:00,-122.28655,37.869764
2400 DURANT AV,ASSAULT/BATTERY FEL.,2019-05-11 00:50:00,-122.26127,37.867513
800 ANTHONY ST,BURGLARY AUTO,2019-05-11 11:00:00,-122.29378999999999,37.85175
500 PANORAMIC WY,IDENTITY THEFT,2019-05-11 17:45:00,-122.24309299999999,37.868898
1700 HARMON ST,BURGLARY COMMERCIAL,2019-05-12 10:27:00,-122.273675,37.849381
1500 HENRY ST,BURGLARY RESIDENTIAL,2019-05-12 00:03:00,-122.270476,37.880075
