blkaddr,offense,time,x,y
1700 SOLANO AV,BURGLARY AUTO,2019-06-29 13:50:00,-122.282158,37.891214
1900 OXFORD ST,DOMESTIC VIOLENCE,2019-06-29 02:00:00,-122.266332,37.873885
2300 FOURTH ST,BURGLARY AUTO,2019-06-29 17:10:00,-122.298359,37.862817
1700 SHATTUCK AV,DISTURBANCE,2019-06-29 23:30:00,-122.268923,37.876307
1500 OLYMPUS AV,DISTURBANCE,2019-06-29 18:05:00,-122.251163,37.881757
1200 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-06-29 18:15:00,-122.296381,37.882033
1600 SOLANO AV,BURGLARY COMMERCIAL,2019-06-29 05:28:00,-122.284247,37.891095
1800 HOPKINS ST,BURGLARY RESIDENTIAL,2019-06-29 13:25:00,-122.276737,37.88427
DELAWARE STREET & GRANT ST,THEFT FELONY (OVER $950),2019-06-29 21:30:00,-122.275577,37.873921
2800 STANTON ST,NARCOTICS,2019-06-29 03:11:00,-122.280413,37.855815
1900 EL DORADO AV,BURGLARY COMMERCIAL,2019-06-29 05:17:00,-122.275869,37.887199
FULTON STREET & CHANNING WY,NARCOTICS,2019-06-29 21:43:00,-122.265618,37.866037
1700 FOURTH ST,THEFT MISD. (UNDER $950),2019-06-29 14:15:00,-122.301255,37.871883
1100 BANCROFT WY,THEFT FROM AUTO,2019-06-29 00:00:00,-122.290292,37.864677
1500 SHATTUCK AV,SEXUAL ASSAULT MISD.,2019-06-29 12:00:00,-122.26936,37.880227
1700 FOURTH ST,THEFT MISD. (UNDER $950),2019-06-29 18:35:00,-122.301255,37.871883
2700 PRINCE ST,VEHICLE STOLEN,2019-06-30 22:00:00,-122.252564,37.85489
2400 DURANT AV,DOMESTIC VIOLENCE,2019-06-30 12:19:00,-122.26127,37.867513
1600 HEARST AV,THEFT FELONY (OVER $950),2019-06-30 13:00:00,-122.279718,37.87247
1400 MARTIN LUTHER KING JR WY,ROBBERY,2019-06-30 00:30:00,-122.274005,37.880803
2000 BANCROFT WY,DISTURBANCE,2019-06-30 15:40:00,-122.269908,37.867332
1400 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-06-30 15:28:00,-122.284263,37.870054
2900 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-06-30 11:40:00,-122.287202,37.853576
2000 OREGON ST,THEFT MISD. (UNDER $950),2019-06-30 11:54:00,-122.268709,37.857377
2700 DWIGHT WY,THEFT MISD. (UNDER $950),2019-06-30 11:15:00,-122.253396,37.865748
ADELINE STREET & ESSEX ST,ROBBERY,2019-06-30 22:20:00,-122.269463,37.853426
WHEELER STREET & ESSEX ST,ALCOHOL OFFENSE,2019-06-30 21:06:00,-122.264286,37.854088
1400 ACTON ST,BURGLARY AUTO,2019-06-30 14:00:00,-122.285626,37.880248
2400 SHATTUCK AV,THEFT FELONY (OVER $950),2019-06-30 13:49:00,-122.267643,37.865772
1800 FOURTH ST,THEFT FELONY (OVER $950),2019-06-30 15:30:00,-122.300618,37.869888
1200 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-06-30 22:15:00,-122.28953,37.869385
2736 COLLEGE AVENUE AVE,IDENTITY THEFT,2019-07-01 09:55:00,-122.253396,37.860542
1700 STUART ST,IDENTITY THEFT,2019-07-01 09:00:00,-122.275256,37.857495
2100 MILVIA ST,FRAUD/FORGERY,2019-07-01 00:00:00,-122.270612,37.870603
2400 EDWARDS ST,IDENTITY THEFT,2019-07-01 06:00:00,-122.282282,37.863824
1500 SHATTUCK AV,THEFT FELONY (OVER $950),2019-07-01 10:48:00,-122.26936,37.880227
GILMAN STREET & CURTIS ST,ROBBERY,2019-07-01 22:55:00,-122.289994,37.881435
2000 BERRYMAN ST,FRAUD/FORGERY,2019-07-01 08:00:00,-122.272036,37.883555
1100 EIGHTH ST,BURGLARY COMMERCIAL,2019-07-01 05:00:00,-122.299991,37.882258
2400 BANCROFT WY,THEFT MISD. (UNDER $950),2019-07-01 15:25:00,-122.261268,37.868447
1878 TACOMA,IDENTITY THEFT,2019-07-01 10:20:00,-122.278193,37.894402
1900 TENTH ST,VEHICLE STOLEN,2019-07-01 21:00:00,-122.293749,37.870213
1300 BURNETT ST,THEFT FROM AUTO,2019-07-01 20:30:00,-122.283961,37.853603
1100 WALNUT ST,IDENTITY THEFT,2019-07-01 00:00:00,-122.269822,37.887961
2400 ELLSWORTH ST,FRAUD/FORGERY,2019-07-01 00:01:00,-122.26331,37.866074
WHEELER STREET & WOOLSEY ST,VANDALISM,2019-07-01 09:35:00,-122.263991,37.852724
1000 GILMAN ST,THEFT MISD. (UNDER $950),2019-07-01 11:30:00,-122.297498,37.88014
3200 ADELINE ST,ROBBERY,2019-07-01 01:15:00,-122.270897,37.850385
CHANNING WY & BOWDITCH ST,ASSAULT/BATTERY FEL.,2019-07-01 12:50:00,-122.256554,37.867209
100 SPINNAKER WY,BURGLARY AUTO,2019-07-01 09:00:00,-122.316238,37.870287
2000 KITTREDGE ST,BURGLARY AUTO,2019-07-01 22:00:00,-122.270054,37.868204
1000 GILMAN ST,BURGLARY AUTO,2019-07-01 11:40:00,-122.297498,37.88014
2000 DWIGHT WY,DISTURBANCE,2019-07-01 08:10:00,-122.269631,37.863679
1800 FOURTH ST,THEFT FELONY (OVER $950),2019-07-01 11:11:00,-122.300618,37.869888
1900 OXFORD ST,THEFT MISD. (UNDER $950),2019-07-01 12:29:00,-122.266332,37.873885
2000 KITTREDGE ST,ROBBERY,2019-07-01 03:00:00,-122.270054,37.868204
1200 HOPKINS ST,IDENTITY THEFT,2019-07-01 13:00:00,-122.291736,37.876428
2300 TENTH ST,MISSING JUVENILE,2019-07-01 11:00:00,-122.291843,37.864346
2300 PARKER ST,THEFT MISD. (UNDER $950),2019-07-01 06:00:00,-122.262639,37.862763
2300 PROSPECT ST,FRAUD/FORGERY,2019-07-01 22:27:00,-122.25019,37.869332
200 UNIVERSITY AV,ROBBERY,2019-07-01 23:52:00,-122.309967,37.865511
1100 UNIVERSITY AV,VANDALISM,2019-07-01 01:30:00,-122.292043,37.869067
600 GRIZZLY PEAK BLVD,FRAUD/FORGERY,2019-07-01 00:00:00,-122.266471,37.901043
1300 EVELYN AV,THEFT FELONY (OVER $950),2019-07-01 00:20:00,-122.291481,37.881187
1200 DELAWARE ST,VEHICLE STOLEN,2019-07-02 16:00:00,-122.28964,37.872125
200 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-07-02 22:44:00,-122.309967,37.865511
2500 BANCROFT WY,THEFT MISD. (UNDER $950),2019-07-02 13:19:00,-122.259123,37.868722
2500 BANCROFT WY,THEFT FELONY (OVER $950),2019-07-02 16:30:00,-122.259123,37.868722
1100 6TH ST,BURGLARY AUTO,2019-07-02 19:35:00,-122.302226,37.882217
1300 EIGHTH ST,THEFT FELONY (OVER $950),2019-07-02 09:35:00,-122.299139,37.879653
900 PARKER ST,BURGLARY AUTO,2019-07-02 16:40:00,-122.293374,37.858455
1600 VIRGINIA ST,VEHICLE STOLEN,2019-07-02 21:00:00,-122.280125,37.875166
100 SEAWALL DR,BURGLARY AUTO,2019-07-02 12:30:00,-122.317566,37.863611
1800 ALLSTON WY,ASSAULT/BATTERY MISD.,2019-07-02 15:37:00,-122.274764,37.868532
1800 ALCATRAZ AV,BURGLARY AUTO,2019-07-02 21:30:00,-122.271171,37.848774
2500 PARKER ST,BURGLARY RESIDENTIAL,2019-07-02 00:00:00,-122.257622,37.863369
2900 ELLSWORTH ST,IDENTITY THEFT,2019-07-02 17:55:00,-122.261536,37.857387
1200 MILVIA ST,THEFT MISD. (UNDER $950),2019-07-02 01:30:00,-122.27282,37.885691
2300 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-07-02 16:50:00,-122.267802,37.867176
HEARST AV & BONITA AV,THEFT FROM AUTO,2019-07-02 08:01:00,-122.27209,37.873454
1800 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-07-02 09:56:00,-122.274991,37.871246
1300 SHATTUCK AV,BURGLARY AUTO,2019-07-02 03:00:00,-122.269734,37.883622
900 CARLETON ST,ASSAULT/BATTERY MISD.,2019-07-02 21:00:00,-122.293014,37.856948
1500 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-07-02 09:44:00,-122.26936,37.880227
2400 DWIGHT WY,THEFT MISD. (UNDER $950),2019-07-02 13:25:00,-122.260719,37.864826
1200 CAMPUS DR,FRAUD/FORGERY,2019-07-02 19:48:00,-122.254539,37.887741
1400 UNIVERSITY AV,SEXUAL ASSAULT FEL.,2019-07-02 02:00:00,-122.284263,37.870054
1900 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-07-02 18:00:00,-122.292581,37.870205
1400 SHATTUCK AV,BURGLARY AUTO,2019-07-02 20:00:00,-122.269551,37.881957
2100 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-07-02 19:11:00,-122.268285,37.871167
1900 UNIVERSITY AV,BURGLARY AUTO,2019-07-02 22:10:00,-122.272714,37.871544
2500 DURANT AVE,BURGLARY AUTO,2019-07-02 20:34:00,-122.258699,37.867852
HEARST AV & OXFORD ST,ROBBERY,2019-07-02 23:16:00,-122.26636,37.87413
2900 COLLEGE AV,THEFT MISD. (UNDER $950),2019-07-02 15:50:00,-122.253179,37.858356
1200 CHANNING WY,FRAUD/FORGERY,2019-07-03 00:00:00,-122.288063,37.863126
2400 WARRING ST,BURGLARY RESIDENTIAL,2019-07-03 20:30:00,-122.250801,37.867708
2300 BANCROFT WY,THEFT MISD. (UNDER $950),2019-07-03 07:30:00,-122.263253,37.868199
1000 GILMAN ST,BURGLARY AUTO,2019-07-03 13:31:00,-122.297498,37.88014
3000 STANTON ST,IDENTITY THEFT,2019-07-03 20:33:00,-122.279642,37.853203
1200 5TH ST,BURGLARY AUTO,2019-07-03 18:25:00,-122.303056,37.880756
1900 ESSEX ST,ASSAULT/BATTERY MISD.,2019-07-03 16:03:00,-122.269182,37.85344
2000 HASTE ST,THEFT MISD. (UNDER $950),2019-07-03 23:00:00,-122.269954,37.86456
2600 HILLEGASS AV,BURGLARY RESIDENTIAL,2019-07-03 21:00:00,-122.256293,37.863292
100 AVENIDA DR,VANDALISM,2019-07-03 19:30:00,-122.249709,37.883791
200 MARINA WAY,BURGLARY AUTO,2019-07-03 06:30:00,-122.313656,37.868667
1800 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-07-03 10:50:00,-122.274991,37.871246
ELLSWORTH STREET & CHANNING WY,THEFT MISD. (UNDER $950),2019-07-03 09:00:00,-122.263359,37.866327
DURANT AV & TELEGRAPH AV,VANDALISM,2019-07-03 22:17:00,-122.258994,37.867816
1700 STUART ST,MISSING ADULT,2019-07-03 16:00:00,-122.275256,37.857495
1500 WALNUT ST,BURGLARY COMMERCIAL,2019-07-03 03:00:00,-122.268183,37.880376
LEROY AV & CEDAR ST,BURGLARY AUTO,2019-07-03 23:30:00,-122.25883,37.879747
1500 WALNUT ST,BURGLARY COMMERCIAL,2019-07-03 03:05:00,-122.268183,37.880376
2800 MARTIN LUTHER KING JR WY,THEFT MISD. (UNDER $950),2019-07-03 13:00:00,-122.271478,37.857809
1300 FOURTH ST,BURGLARY COMMERCIAL,2019-07-03 15:30:00,-122.303432,37.878644
2100 SIXTH ST,SEXUAL ASSAULT FEL.,2019-07-03 12:00:00,-122.297217,37.866563
2400 DURANT AV,BURGLARY AUTO,2019-07-03 22:00:00,-122.26127,37.867513
1800 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-07-03 11:20:00,-122.274991,37.871246
UNIVERSITY AV & SEAWALL DR,DISTURBANCE,2019-07-03 10:28:00,-122.317198,37.862789
2500 PARKER ST,ASSAULT/BATTERY MISD.,2019-07-03 00:20:00,-122.257622,37.863369
2400 BLAKE ST,BURGLARY RESIDENTIAL,2019-07-03 22:00:00,-122.260546,37.863963
900 HEARST AV,VEHICLE STOLEN,2019-07-04 20:25:00,-122.296988,37.869535
1200 UNIVERSITY AV,IDENTITY THEFT,2019-07-04 00:00:00,-122.28953,37.869385
2800 HILLEGASS AV,BURGLARY RESIDENTIAL,2019-07-04 21:00:00,-122.255796,37.85968
2300 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-07-04 12:17:00,-122.259189,37.868714
1000 SIERRA ST,THEFT MISD. (UNDER $950),2019-07-04 23:00:00,-122.280432,37.888679
800 HEARST AV,ASSAULT/BATTERY MISD.,2019-07-04 20:30:00,-122.299245,37.869084
2100 SHATTUCK AVE,IDENTITY THEFT,2019-07-04 00:00:00,-122.268285,37.871167
2100 MARTIN LUTHER KING JR WY,VANDALISM,2019-07-04 16:48:00,-122.272805,37.869688
SACRAMENTO STREET & OREGON ST,ALCOHOL OFFENSE,2019-07-04 12:24:00,-122.279543,37.856048
2200 BLAKE ST,DISTURBANCE,2019-07-04 16:33:00,-122.265053,37.863353
2500 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-07-04 14:15:00,-122.289632,37.861078
2400 ASHBY AV,BURGLARY AUTO,2019-07-04 07:07:00,-122.260248,37.856111
2500 TELEGRAPH AV,ROBBERY,2019-07-04 19:00:00,-122.258577,37.864827
1400 UNIVERSITY AV,VEHICLE STOLEN,2019-07-04 17:42:00,-122.284263,37.870054
200 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-07-04 16:30:00,-122.309967,37.865511
1500 TYLER ST,ASSAULT/BATTERY MISD.,2019-07-04 00:48:00,-122.278571,37.852422
1400 MCGEE AV,VEHICLE STOLEN,2019-07-04 09:00:00,-122.279902,37.879901
2900 9TH ST,DISTURBANCE,2019-07-05 12:00:00,-122.289588,37.853638
1300 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-07-05 21:00:00,-122.295798,37.880228
1000 KEITH AV,THEFT FELONY (OVER $950),2019-07-05 11:00:00,-122.266998,37.890366
HEARST AV & 4TH ST,NARCOTICS,2019-07-05 22:30:00,-122.300284,37.868878
1500 UNIVERSITY AV,MISSING ADULT,2019-07-05 17:30:00,-122.281585,37.870396
1600 SACRAMENTO ST,VANDALISM,2019-07-05 12:00:00,-122.282714,37.876384
1600 EDITH ST,BURGLARY RESIDENTIAL,2019-07-05 21:30:00,-122.27708,37.877247
1400 SEVENTH ST,DISTURBANCE,2019-07-05 17:08:00,-122.299723,37.87783
1201 SECOND ST,ASSAULT/BATTERY MISD.,2019-07-05 11:31:00,-122.30623,37.879773
2300 OAK ST,BURGLARY RESIDENTIAL,2019-07-05 13:30:00,-122.265597,37.88762
2000 UNIVERSITY AV,VANDALISM,2019-07-05 03:06:00,-122.270516,37.871828
2100 VINE ST,THEFT MISD. (UNDER $950),2019-07-05 11:00:00,-122.269032,37.880266
2900 MARTIN LUTHER KING JR WY,IDENTITY THEFT,2019-07-05 16:15:00,-122.271278,37.855998
2000 WARD ST,DOMESTIC VIOLENCE,2019-07-05 16:40:00,-122.26855,37.859216
1700 FRANCISCO ST,VEHICLE STOLEN,2019-07-05 16:00:00,-122.277744,37.874581
2000 EUNICE ST,BURGLARY COMMERCIAL,2019-07-05 00:00:00,-122.272269,37.885381
1700 WARD ST,BRANDISHING,2019-07-05 04:31:00,-122.275421,37.858392
2600 VIRGINIA ST,DOMESTIC VIOLENCE,2019-07-05 17:00:00,-122.258553,37.878056
1300 ADDISON ST,ROBBERY,2019-07-05 11:29:00,-122.28608,37.868913
1700 FOURTH ST,THEFT MISD. (UNDER $950),2019-07-05 13:30:00,-122.301255,37.871883
1900 ALLSTON WY,BURGLARY AUTO,2019-07-05 21:15:00,-122.272701,37.868785
1600 62ND ST,VEHICLE STOLEN,2019-07-05 21:00:00,-122.275263,37.846404
1000 CAMELIA ST,BURGLARY AUTO,2019-07-05 19:00:00,-122.297029,37.878378
2800 COLLEGE AV,VANDALISM,2019-07-06 23:10:00,-122.253339,37.859988
801 BOLIVAR DR,BURGLARY AUTO,2019-07-06 08:30:00,-122.302303,37.862928
1200 HENRY ST,VEHICLE STOLEN,2019-07-06 17:30:00,-122.2713,37.88548
1900 BONITA AV,DISTURBANCE,2019-07-06 00:00:00,-122.27209,37.873454
100 SEAWALL DR,THEFT FROM AUTO,2019-07-06 09:45:00,-122.317566,37.863611
2500 DURANT AV,DISTURBANCE,2019-07-06 10:00:00,-122.258699,37.867852
1900 SAN PABLO AV,DOMESTIC VIOLENCE,2019-07-06 03:55:00,-122.292581,37.870205
1800 DELAWARE ST,DISTURBANCE,2019-07-06 23:38:00,-122.275577,37.873921
2300 JEFFERSON AV,IDENTITY THEFT,2019-07-06 09:00:00,-122.278162,37.866265
2300 CALIFORNIA ST,FRAUD/FORGERY,2019-07-06 00:00:00,-122.279288,37.865963
1100 EASTSHORE HW,BURGLARY AUTO,2019-07-06 21:30:00,-122.308114,37.885683
1200 BURNETT ST,GUN/WEAPON,2019-07-06 15:58:00,-122.286877,37.853008
2100 MARTIN LUTHER KING JR WY,SEXUAL ASSAULT MISD.,2019-07-06 09:00:00,-122.272805,37.869688
2100 SHATTUCK AVE,THEFT MISD. (UNDER $950),2019-07-06 14:42:00,-122.268285,37.871167
1900 SAN PABLO AV,ROBBERY,2019-07-06 15:54:00,-122.292581,37.870205
1800 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-07-06 09:57:00,-122.274991,37.871246
2300 SACRAMENTO ST,BURGLARY AUTO,2019-07-06 02:00:00,-122.281601,37.865816
2300 MCKINLEY AV,THEFT FELONY (OVER $950),2019-07-06 23:40:00,-122.27366,37.866842
2100 DERBY ST,THEFT MISD. (UNDER $950),2019-07-06 07:05:00,-122.266802,37.860366
2100 HASTE ST,ASSAULT/BATTERY MISD.,2019-07-07 21:30:00,-122.267289,37.864908
2400 BANCROFT WY,THEFT MISD. (UNDER $950),2019-07-07 19:20:00,-122.261268,37.868447
2900 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-07-07 19:13:00,-122.287202,37.853576
KITTREDGE STREET & SHATTUCK AV,BURGLARY AUTO,2019-07-07 19:45:00,-122.26795,37.868489
1700 FOURTH ST,THEFT MISD. (UNDER $950),2019-07-07 13:59:00,-122.301255,37.871883
500 PANORAMIC WY,THEFT FELONY (OVER $950),2019-07-07 06:38:00,-122.243093,37.868898
1800 SONOMA AV,DOMESTIC VIOLENCE,2019-07-07 01:15:00,-122.278017,37.885744
2400 DWIGHT WY,BURGLARY RESIDENTIAL,2019-07-07 04:00:00,-122.260719,37.864826
1200 SAN PABLO AV,BURGLARY COMMERCIAL,2019-07-07 02:50:00,-122.296381,37.882033
2300 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-07-07 18:40:00,-122.267802,37.867176
2000 ALLSTON WY,BURGLARY COMMERCIAL,2019-07-07 04:00:00,-122.270064,37.869105
1400 ADDISON ST,VEHICLE STOLEN,2019-07-07 22:00:00,-122.283943,37.869186
1700 ROSE ST,BURGLARY COMMERCIAL,2019-07-07 14:00:00,-122.279976,37.880027
1000 VIRGINIA ST,THEFT MISD. (UNDER $950),2019-07-07 08:00:00,-122.295801,37.872992
2400 PARKER ST,THEFT MISD. (UNDER $950),2019-07-07 12:30:00,-122.260352,37.863072
2000 OXFORD ST,BURGLARY AUTO,2019-07-08 21:15:00,-122.266144,37.87227
2100 SAN PABLO AV,BURGLARY AUTO,2019-07-08 09:47:00,-122.291709,37.867501
2700 HILLEGASS AV,DISTURBANCE,2019-07-08 17:00:00,-122.255895,37.860766
1300 GILMAN ST,BURGLARY COMMERCIAL,2019-07-08 04:22:00,-122.289688,37.881366
1500 SHATTUCK AV,BURGLARY AUTO,2019-07-08 15:55:00,-122.26936,37.880227
1000 PARDEE ST,FRAUD/FORGERY,2019-07-08 12:00:00,-122.290343,37.856698
500 CRAGMONT AV,BURGLARY RESIDENTIAL,2019-07-08 11:50:00,-122.269596,37.902646
500 VINCENTE AV,VANDALISM,2019-07-08 00:00:00,-122.283222,37.899278
900 JONES ST,ASSAULT/BATTERY FEL.,2019-07-08 12:32:00,-122.298797,37.875505
2300 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-07-08 21:19:00,-122.259189,37.868714
2000 KITTREDGE ST,FRAUD/FORGERY,2019-07-08 12:22:00,-122.270054,37.868204
1600 JOSEPHINE ST,BURGLARY RESIDENTIAL,2019-07-08 21:00:00,-122.274831,37.877663
1700 DERBY ST,FRAUD/FORGERY,2019-07-08 11:00:00,-122.275787,37.859259
2000 CHANNING WY,BURGLARY AUTO,2019-07-08 08:00:00,-122.269774,37.865501
1100 SPRUCE ST,FRAUD/FORGERY,2019-07-08 19:00:00,-122.266746,37.888512
2700 SHATTUCK AV,BURGLARY AUTO,2019-07-08 10:30:00,-122.267177,37.859802
400 GILMAN ST,BURGLARY AUTO,2019-07-08 21:00:00,-122.308855,37.877863
1000 GILMAN ST,BURGLARY AUTO,2019-07-08 20:15:00,-122.297498,37.88014
2400 SHATTUCK AV,ROBBERY,2019-07-08 19:55:00,-122.267643,37.865772
2300 ACTON ST,ASSAULT/BATTERY MISD.,2019-07-08 07:44:00,-122.28377,37.865349
2800 EIGHTH ST,IDENTITY THEFT,2019-07-08 18:49:00,-122.291368,37.855509
2900 DOMINGO AV,BURGLARY AUTO,2019-07-08 12:40:00,-122.243972,37.858903
1100 FRANCISCO ST,DOMESTIC VIOLENCE,2019-07-08 22:55:00,-122.292748,37.872656
2000 CENTER ST,THEFT FELONY (OVER $950),2019-07-08 16:09:00,-122.270557,37.869973
3000 ELLIS ST,THEFT MISD. (UNDER $950),2019-07-08 23:00:00,-122.273198,37.853951
2100 HASTE ST,THEFT MISD. (UNDER $950),2019-07-08 13:55:00,-122.267289,37.864908
2100 DWIGHT WY,VANDALISM,2019-07-08 18:00:00,-122.267307,37.863977
2000 ALLSTON WY,BURGLARY COMMERCIAL,2019-07-08 17:30:00,-122.270064,37.869105
GILMAN STREET & 10TH ST,THEFT FELONY (OVER $950),2019-07-08 10:28:00,-122.296973,37.880245
ALLSTON WY & MILVIA ST,BURGLARY AUTO,2019-07-09 17:13:00,-122.270463,37.869057
1800 ALCATRAZ AV,BURGLARY COMMERCIAL,2019-07-09 22:00:00,-122.271171,37.848774
DWIGHT WY & MARTIN LUTHER KING JR WY,ALCOHOL OFFENSE,2019-07-09 23:21:00,-122.272097,37.863353
1800 SAN PABLO AV,BURGLARY AUTO,2019-07-09 21:00:00,-122.292954,37.871369
2700 ALCATRAZ AV,IDENTITY THEFT,2019-07-09 18:25:00,-122.252477,37.851263
1000 GILMAN ST,BURGLARY AUTO,2019-07-09 21:30:00,-122.297498,37.88014
2800 ADELINE ST,DISTURBANCE,2019-07-09 00:00:00,-122.268002,37.858116
1400 OREGON ST,ASSAULT/BATTERY MISD.,2019-07-09 12:00:00,-122.281493,37.855793
2500 TELEGRAPH AV,ROBBERY,2019-07-09 11:51:00,-122.258577,37.864827
REGENT STREET & WEBSTER ST,THEFT MISD. (UNDER $950),2019-07-09 18:20:00,-122.256606,37.855632
1300 UNIVERSITY AV,DOMESTIC VIOLENCE,2019-07-09 21:00:00,-122.28655,37.869764
1900 YOLO AV,BURGLARY RESIDENTIAL,2019-07-09 15:00:00,-122.274324,37.885032
1200 CARLOTTA AV,BURGLARY COMMERCIAL,2019-07-09 16:30:00,-122.280096,37.884644
2900 COLLEGE AV,BURGLARY AUTO,2019-07-09 20:00:00,-122.253179,37.858356
1000 CRESTON RD,BURGLARY RESIDENTIAL,2019-07-09 04:50:00,-122.258638,37.895365
2100 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-07-09 20:45:00,-122.268285,37.871167
2700 TELEGRAPH AV,DISTURBANCE,2019-07-09 16:36:00,-122.259001,37.861387
1400 KAINS AV,THEFT FROM AUTO,2019-07-09 18:30:00,-122.294276,37.878772
900 UNIVERSITY AV,BURGLARY AUTO,2019-07-09 17:15:00,-122.296013,37.868263
2100 MARTIN LUTHER KING JR WY,VANDALISM,2019-07-09 20:00:00,-122.272805,37.869688
2000 ALLSTON WY,THEFT MISD. (UNDER $950),2019-07-09 14:00:00,-122.270064,37.869105
1200 SAN PABLO AV,BURGLARY AUTO,2019-07-09 19:05:00,-122.296381,37.882033
1300 TALBOT AV,KIDNAPPING,2019-07-09 20:30:00,-122.292378,37.881164
2100 GRANT ST,THEFT MISD. (UNDER $950),2019-07-09 11:21:00,-122.275149,37.870243
2400 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-07-10 16:45:00,-122.258779,37.866761
1300 SAN PABLO AV,BURGLARY AUTO,2019-07-10 20:40:00,-122.295798,37.880228
700 ASHBY AV,THEFT MISD. (UNDER $950),2019-07-10 10:00:00,-122.294952,37.849376
2000 HASTE ST,FRAUD/FORGERY,2019-07-10 05:00:00,-122.269954,37.86456
2300 BLAKE ST,BURGLARY RESIDENTIAL,2019-07-10 10:00:00,-122.262822,37.863646
1800 UNIVERSITY AV,BURGLARY AUTO,2019-07-10 20:00:00,-122.274991,37.871246
1600 BERKELEY WAY,VEHICLE STOLEN,2019-07-10 21:00:00,-122.279879,37.871593
2300 BANCROFT WY,BURGLARY RESIDENTIAL,2019-07-10 02:00:00,-122.263253,37.868199
COWPER STREET & SAN PABLO AV,BURGLARY AUTO,2019-07-10 00:00:00,-122.291472,37.86727
2500 DURANT AVE,BURGLARY AUTO,2019-07-10 19:55:00,-122.258699,37.867852
2800 TELEGRAPH AV,BURGLARY AUTO,2019-07-10 22:00:00,-122.259291,37.859309
2600 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-07-10 19:05:00,-122.258784,37.862927
1500 CEDAR ST,THEFT FELONY (OVER $950),2019-07-10 02:40:00,-122.282465,37.876696
1000 GILMAN ST,BURGLARY AUTO,2019-07-10 20:10:00,-122.297498,37.88014
2000 ALLSTON WY,BURGLARY AUTO,2019-07-10 17:43:00,-122.270064,37.869105
2000 SHATTUCK AV,IDENTITY THEFT,2019-07-10 00:00:00,-122.268389,37.8719
3000 CALIFORNIA ST,THEFT MISD. (UNDER $950),2019-07-10 09:10:00,-122.27688,37.853335
1000 GILMAN ST,BURGLARY AUTO,2019-07-10 15:21:00,-122.297498,37.88014
2400 ASHBY AV,BURGLARY RESIDENTIAL,2019-07-10 17:24:00,-122.260248,37.856111
1700 HIGHLAND PL,BURGLARY RESIDENTIAL,2019-07-10 21:27:00,-122.256109,37.877482
800 NEILSON ST,FRAUD/FORGERY,2019-07-10 00:00:00,-122.286521,37.892795
2900 DOMINGO AV,BURGLARY COMMERCIAL,2019-07-10 18:00:00,-122.243972,37.858903
2300 VALLEY ST,THEFT FROM AUTO,2019-07-10 16:00:00,-122.284519,37.865255
1800 SCENIC AV,BURGLARY AUTO,2019-07-10 22:00:00,-122.262453,37.876251
1900 CHESTNUT ST,BURGLARY RESIDENTIAL,2019-07-10 20:00:00,-122.288185,37.870972
2000 DWIGHT WY,THEFT FELONY (OVER $950),2019-07-10 18:30:00,-122.269631,37.863679
1800 4TH ST,THEFT MISD. (UNDER $950),2019-07-11 14:00:00,-122.300618,37.869888
2100 MILVIA ST,THEFT FROM AUTO,2019-07-11 13:30:00,-122.270612,37.870603
900 HEINZ AV,BURGLARY AUTO,2019-07-11 15:50:00,-122.291561,37.853552
2700 GRANT ST,VEHICLE STOLEN,2019-07-11 15:00:00,-122.273495,37.85931
GRAYSON STREET & 7TH ST,NARCOTICS,2019-07-11 19:29:00,-122.292475,37.855294
2100 NINTH ST,THEFT MISD. (UNDER $950),2019-07-11 20:35:00,-122.293982,37.867317
SHATTUCK AV & CHANNING WY,VANDALISM,2019-07-11 12:45:00,-122.26751,37.865791
1400 CAMPUS DR,IDENTITY THEFT,2019-07-11 12:45:00,-122.253252,37.884022
2400 MCKINLEY AV,IDENTITY THEFT,2019-07-11 12:00:00,-122.273436,37.864925
1000 DWIGHT WY,BURGLARY AUTO,2019-07-11 21:00:00,-122.291369,37.860732
